seqnames	start	end	width	strand	gene_id	gene_symbol
chr17	8377523	8534079	156557	-	4628	MYH10
chr16	15796992	15950887	153896	-	4629	MYH11
chr16	72816786	73092534	275749	-	463	ZFHX3
chr2	211154868	211179895	25028	-	4632	MYL1
chr12	111348624	111358404	9781	-	4633	MYL2
chr3	46899357	46904973	5617	-	4634	MYL3
chr17	45286428	45301045	14618	+	4635	MYL4
chr4	667369	675817	8449	+	4636	MYL5
chr12	56552045	56555366	3322	+	4637	MYL6
chr3	123331143	123603149	272007	-	4638	MYLK
chr12	57422301	57444549	22249	-	4640	MYO1A
chr17	1367480	1396001	28522	-	4641	MYO1C
chr17	30819628	31203902	384275	-	4642	MYO1D
chr15	59428168	59665071	236904	-	4643	MYO1E
chr15	52599480	52821247	221768	-	4644	MYO5A
chr18	47349156	47721451	372296	-	4645	MYO5B
chr6	76458909	76629254	170346	+	4646	MYO6
chr11	76839310	76926286	86977	+	4647	MYO7A
chr2	128293378	128395303	101926	+	4648	MYO7B
chr15	72118361	72410440	292080	-	4649	MYO9A
chr19	17186591	17324104	137514	+	4650	MYO9B
chr5	16662016	16936385	274370	-	4651	MYO10
chr1	171604557	171621823	17267	-	4653	MYOC
chr11	17741110	17743678	2569	+	4654	MYOD1
chr1	203052257	203055166	2910	-	4656	MYOG
chr12	80167343	80329235	161893	-	4659	PPP1R12A
chr12	51157789	51214943	57155	+	466	ATF1
chr1	202317830	202557697	239868	+	4660	PPP1R12B
chr20	62783144	62873606	90463	+	4661	MYT1
chr2	191513848	191557492	43645	+	4664	NAB1
chr12	57482677	57489259	6583	+	4665	NAB2
chr12	57106211	57119326	13116	-	4666	NACA
chr22	42454338	42466846	12509	-	4668	NAGA
chr17	40687951	40696466	8516	+	4669	NAGLU
chr1	212738676	212794119	55444	+	467	ATF3
chr19	8509803	8554002	44200	+	4670	HNRNPM
chr5	70264310	70407863	143554	-	4671	NAIP
chr12	76438672	76478738	40067	-	4673	NAP1L1
chrX	72432137	72434710	2574	-	4674	NAP1L2
chrX	92925925	92928682	2758	-	4675	NAP1L3
chr11	2965660	3013607	47948	-	4676	NAP1L4
chr18	55267894	55289177	21284	-	4677	NARS1
chr1	46049660	46084578	34919	+	4678	NASP
chr22	39916569	39918691	2123	+	468	ATF4
chr19	42259398	42276113	16716	+	4680	CEACAM6
chr1	19969723	19984949	15227	+	4681	NBL1
chr16	10837698	10863208	25511	+	4682	NUBP1
chr8	90945564	90996899	51336	-	4683	NBN
chr11	112831969	113149158	317190	+	4684	NCAM1
chr21	22370633	22912517	541885	+	4685	NCAM2
chr9	100395705	100436029	40325	+	4686	NCBP1
chr1	183524697	183560056	35360	-	4688	NCF2
chr22	37257030	37274059	17030	+	4689	NCF4
chr3	136581050	136667968	86919	+	4690	NCK1
chr2	232319459	232329205	9747	-	4691	NCL
chr15	23930554	23932450	1897	-	4692	NDN
chrX	43808024	43832921	24898	-	4693	NDP
chrX	119005734	119010629	4896	+	4694	NDUFA1
chr5	140024948	140027370	2423	-	4695	NDUFA2
chr19	54606160	54610281	4122	+	4696	NDUFA3
chr7	10971580	10979813	8234	-	4697	NDUFA4
chr7	123181083	123197958	16876	-	4698	NDUFA5
chr17	40023179	40075272	52094	-	47	ACLY
chr22	42481530	42486888	5359	-	4700	NDUFA6
chr19	8376184	8386280	10097	-	4701	NDUFA7
chr9	124906338	124922098	15761	-	4702	NDUFA8
chr2	152341853	152591001	249149	-	4703	NEB
chr12	4758264	4796720	38457	+	4704	NDUFA9
chr2	240896789	240964819	68031	-	4705	NDUFA10
chr16	23592335	23607639	15305	-	4706	NDUFAB1
chr14	92582468	92588153	5686	-	4707	NDUFB1
chr7	140396481	140406446	9966	+	4708	NDUFB2
chr2	201936462	201950473	14012	+	4709	NDUFB3
chr2	216176679	216214496	37818	+	471	ATIC
chr3	120315128	120321258	6131	+	4710	NDUFB4
chr3	179322575	179342288	19714	+	4711	NDUFB5
chr9	32553524	32573182	19659	-	4712	NDUFB6
chr19	14676890	14682889	6000	-	4713	NDUFB7
chr10	102283497	102289636	6140	-	4714	NDUFB8
chr8	125551343	125580751	29409	+	4715	NDUFB9
chr16	2009517	2011976	2460	+	4716	NDUFB10
chr4	140211071	140223705	12635	-	4717	NDUFC1
chr11	77779393	77791265	11873	-	4718	NDUFC2
chr2	206987803	207024243	36441	-	4719	NDUFS1
chr11	108093559	108239826	146268	+	472	ATM
chr1	161169105	161184184	15080	+	4720	NDUFS2
chr11	47586982	47606115	19134	+	4722	NDUFS3
chr11	67374323	67380012	5690	+	4723	NDUFV1
chr5	52856465	52979171	122707	+	4724	NDUFS4
chr1	39491967	39500308	8342	+	4725	NDUFS5
chr5	1801496	1816167	14672	+	4726	NDUFS6
chr11	67798084	67804114	6031	+	4728	NDUFS8
chr18	9102628	9134343	31716	+	4729	NDUFV2
chr1	8412464	8877699	465236	-	473	RERE
chr21	44299754	44329773	30020	+	4731	NDUFV3
chr22	31795539	31830172	34634	+	4733	DRG1
chr15	56119122	56285835	166714	-	4734	NEDD4
chr2	242254723	242293441	38719	+	4735	SEPTIN2
chr6	35436178	35438558	2381	+	4736	RPL10A
chr14	24686057	24701576	15520	-	4738	NEDD8
chr6	11183531	11382581	199051	-	4739	NEDD9
chr4	94750078	94751142	1065	+	474	ATOH1
chr8	24771274	24776606	5333	+	4741	NEFM
chr1	160287055	160288260	1206	+	474338	SUMO1P3
chrX	57146115	57147979	1865	-	474343	SPIN2B
chr7	150322464	150329736	7273	-	474344	GIMAP6
chr10	50117529	50122280	4752	-	474354	LRRC18
chr22	29876181	29887277	11097	+	4744	NEFH
chr11	20691117	21597229	906113	+	4745	NELL1
chr8	24808469	24814383	5915	-	4747	NEFL
chr5	151122383	151138210	15828	-	475	ATOX1
chr4	170314421	170533778	219358	-	4750	NEK1
chr1	211831599	211848972	17374	-	4751	NEK2
chr13	52706779	52733996	27218	-	4752	NEK3
chr12	44902058	45307711	405654	-	4753	NELL2
chr15	73344825	73597547	252723	+	4756	NEO1
chr2	233897382	233899767	2386	+	4759	NEU2
chr1	116915004	116947396	32393	+	476	ATP1A1
chr2	182540833	182545392	4560	-	4760	NEUROD1
chr17	37760021	37764175	4155	-	4761	NEUROD2
chr5	134869972	134871639	1668	-	4762	NEUROG1
chr17	29421945	29708905	286961	+	4763	NF1
chr1	160085520	160113374	27855	+	477	ATP1A2
chr22	29999545	30094589	95045	+	4771	NF2
chr18	77155772	77289323	133552	+	4772	NFATC1
chr20	50003494	50179370	175877	-	4773	NFATC2
chr1	61542946	61928460	385515	+	4774	NFIA
chr16	68118654	68263162	144509	+	4775	NFATC3
chr14	24836145	24848810	12666	+	4776	NFATC4
chr12	54685891	54694821	8931	-	4778	NFE2
chr17	46125686	46138907	13222	+	4779	NFE2L1
chr19	42470734	42498428	27695	-	478	ATP1A3
chr2	178095031	178257419	162389	-	4780	NFE2L2
chr9	14081842	14398982	317141	-	4781	NFIB
chr19	3359561	3469215	109655	+	4782	NFIC
chr9	94171327	94186144	14818	-	4783	NFIL3
chr19	13106584	13209610	103027	+	4784	NFIX
chr13	25254549	25285923	31375	+	479	ATP12A
chr4	103422486	103538459	115974	+	4790	NFKB1
chr10	104153867	104162286	8420	+	4791	NFKB2
chr14	35870716	35873960	3245	-	4792	NFKBIA
chr19	39390340	39399534	9195	+	4793	NFKBIB
chr6	44225903	44233525	7623	-	4794	NFKBIE
chr8	145654163	145669812	15650	-	4796	TONSL
chr11	129733670	129765490	31821	-	4798	NFRKB
chr9	33290418	33371155	80738	+	4799	NFX1
chr9	32384601	32450832	66232	+	48	ACO1
chr1	160121352	160156767	35416	+	480	ATP1A4
chr6	41040707	41070146	29440	+	4800	NFYA
chr12	104510858	104532040	21183	-	4801	NFYB
chr1	41157242	41237276	80035	+	4802	NFYC
chr1	115828537	115880857	52321	-	4803	NGF
chr17	47572655	47592382	19728	+	4804	NGFR
chr1	160336861	160342638	5778	+	4807	NHLH1
chr1	116378999	116383747	4749	-	4808	NHLH2
chr22	42069937	42084913	14977	-	4809	SNU13
chr1	169075947	169101960	26014	+	481	ATP1B1
chrX	17393543	17754113	360571	+	4810	NHS
chr1	236139132	236228481	89350	-	4811	NID1
chr9	95883771	95896570	12800	-	4814	NINJ1
chr12	673462	772755	99294	-	4815	NINJ2
chr1	161087862	161095235	7374	+	4817	NIT1
chr19	51874874	51875960	1087	-	4818	NKG7
chr17	7554254	7561089	6836	+	482	ATP1B2
chr3	42642147	42690233	48087	+	4820	NKTR
chr20	21491660	21494664	3005	-	4821	NKX2-2
chr8	23536206	23540450	4245	-	4824	NKX3-1
chr4	85414436	85419387	4952	-	4825	NKX6-1
chr20	36149607	36152090	2484	+	4826	NNAT
chr15	85198360	85201802	3443	-	4828	NMB
chr6	142396745	142409936	13192	-	4829	NMBR
chr3	141595470	141645382	49913	+	483	ATP1B3
chr17	49230897	49239450	8554	+	4830	NME1
chr17	49242796	49249105	6310	+	4831	NME2
chr16	1820321	1821710	1390	-	4832	NME3
chr16	446725	450754	4030	+	4833	NME4
chr6	2988201	3019994	31794	+	4835	NQO2
chr17	43138680	43186382	47703	+	4836	NMT1
chr11	114128553	114183238	54686	+	4837	NNMT
chr10	72191692	72201465	9774	-	4838	NODAL
chr12	6666036	6677498	11463	-	4839	NOP2
chrX	70503042	70521018	17977	+	4841	NONO
chr12	117645947	117799607	153661	-	4842	NOS1
chr17	26083792	26220409	136618	-	4843	NOS2
chr7	150688144	150711687	23544	+	4846	NOS3
chr12	70636774	70748773	112000	+	4848	CNOT2
chr19	54641436	54659446	18011	+	4849	CNOT3
chr7	135046547	135194875	148329	-	4850	CNOT4
chr9	139388896	139440238	51343	-	4851	NOTCH1
chr7	24323807	24331484	7678	+	4852	NPY
chr1	120454176	120612317	158142	-	4853	NOTCH2
chr19	15270444	15311792	41349	-	4854	NOTCH3
chr8	120428552	120436678	8127	+	4856	CCN3
chr14	26915089	27066960	151872	-	4857	NOVA1
chr19	46442771	46476657	33887	-	4858	NOVA2
chr11	117690790	117698807	8018	-	486	FXYD2
chr14	20937538	20946165	8628	+	4860	PNP
chr19	47523101	47549017	25917	+	4861	NPAS1
chr2	101436613	101613287	176675	+	4862	NPAS2
chr11	108028119	108093365	65247	-	4863	NPAT
chr18	21108363	21166581	58219	-	4864	NPC1
chr2	110880914	110962639	81726	-	4867	NPHP1
chr19	36316274	36342895	26622	-	4868	NPHS1
chr5	170814708	170837888	23181	+	4869	NPM1
chr16	28889809	28915830	26022	+	487	ATP2A1
chr1	11905767	11907840	2074	-	4878	NPPA
chr1	11917521	11918992	1472	-	4879	NPPB
chr12	110719032	110788897	69866	+	488	ATP2A2
chr2	232786805	232791038	4234	-	4880	NPPC
chr1	153651164	153666468	15305	+	4881	NPR1
chr9	35792406	35809728	17323	+	4882	NPR2
chr5	32710743	32791830	81088	+	4883	NPR3
chr17	78440633	78450404	9772	-	4884	NPTX1
chr7	98246597	98259181	12585	+	4885	NPTX2
chr4	164245117	164253947	8831	-	4886	NPY1R
chr4	156129781	156138228	8448	+	4887	NPY2R
chr5	137136882	137146439	9558	+	4888	NPY6R
chr4	164265091	164273086	7996	+	4889	NPY5R
chr17	3827163	3867758	40596	-	489	ATP2A3
chr12	51373566	51422058	48493	-	4891	SLC11A2
chr10	115348583	115423829	75247	-	4892	NRAP
chr1	115247085	115259515	12431	-	4893	NRAS
chr7	107788071	108096841	308771	-	4897	NRCAM
chr1	52254866	52344609	89744	-	4898	NRDC
chr7	129251555	129396922	145368	+	4899	NRF1
chr22	51176652	51183727	7076	+	49	ACR
chr12	89981826	90049844	68019	-	490	ATP2B1
chr11	124609829	124617102	7274	+	4900	NRGN
chr14	24549316	24584223	34908	-	4901	NRL
chr19	5823818	5828335	4518	+	4902	NRTN
chr1	43148066	43168020	19955	+	4904	YBX1
chr6	86159302	86205509	46208	+	4907	NT5E
chr12	5541280	5604465	63186	+	4908	NTF3
chr19	49558618	49568333	9716	-	4909	NTF4
chr3	10365707	10749716	384010	-	491	ATP2B2
chr16	2089816	2097867	8052	-	4913	NTHL1
chr1	156785542	156851642	66101	+	4914	NTRK1
chr9	87283466	87638505	355040	+	4915	NTRK2
chr15	88419988	88799962	379975	-	4916	NTRK3
chr16	2521500	2524146	2647	+	4917	NTN3
chr1	64239690	64647179	407490	+	4919	ROR1
chrX	152801580	152848387	46808	+	492	ATP2B3
chr9	94325373	94712444	387072	-	4920	ROR2
chr1	162602228	162750247	148020	+	4921	DDR2
chr12	86268073	86276770	8698	+	4922	NTS
chr20	61340189	61394123	53935	+	4923	NTSR1
chr1	90458824	90460525	1702	-	492303	GEMIN8P4
chr8	49966895	49988642	21748	+	492307	PPDPFL
chr5	139505521	139508391	2871	+	492311	IGIP
chr19	49403307	49426540	23234	+	4924	NUCB1
chr11	17281887	17371521	89635	+	4925	NUCB2
chr11	71713911	71791573	77663	-	4926	NUMA1
chr17	5289346	5323059	33714	-	4927	NUP88
chr11	3696240	3819022	122783	-	4928	NUP98
chr2	157180944	157189287	8344	-	4929	NR4A2
chr1	203595915	203713209	117295	+	493	ATP2B4
chr1	224415036	224517891	102856	-	4931	NVL
chrX	9693453	9734005	40553	-	4935	GPR143
chr2	99215786	99224981	9196	-	493753	COA5
chr7	65993455	66057371	63917	-	493754	RABGEF1P1
chr12	113344739	113369990	25252	+	4938	OAS1
chr6	26521934	26527612	5679	+	493812	HCG11
chr16	31225342	31236510	11169	+	493829	TRIM72
chr4	103790135	103813963	23829	+	493856	CISD2
chr11	32623626	32816204	192579	-	493860	CCDC73
chr12	104697510	104698982	1473	+	493861	EID3
chr5	54455984	54463129	7146	+	493869	GPX8
chr12	113416274	113449528	33255	+	4939	OAS2
chr11	8986222	8997830	11609	+	493900	TMEM9B-AS1
chr14	21058240	21058982	743	-	493901	RNASE12
chr2	170550964	170558218	7255	+	493911	PHOSPHO2
chr12	113376249	113411054	34806	+	4940	OAS3
chr1	89445139	89458643	13505	-	494115	RBMXL1
chrX	144329107	144337728	8622	+	494118	SPANXN1
chrX	142795055	142804516	9462	-	494119	SPANXN2
chr9	89698801	89700140	1340	-	494127	NFYCP2
chr11	18230685	18235111	4427	+	494141	SLC25A51P4
chr2	53994929	54002287	7359	+	494143	CHAC2
chr17	37092685	37123655	30971	-	494188	FBXO47
chrX	52825186	52826388	1203	-	494197	SPANXN5
chr10	126085872	126107545	21674	-	4942	OAT
chrX	48398075	48420997	22923	+	4943	TBC1D25
chr2	219866367	219866430	64	-	494324	MIR375
chr14	101507119	101507186	68	+	494325	MIR376A1
chr14	101528387	101528455	69	+	494326	MIR377
chr14	101488403	101488469	67	+	494328	MIR379
chr14	101491354	101491414	61	+	494329	MIR380
chr14	101512257	101512331	75	+	494330	MIR381
chr14	101520643	101520718	76	+	494331	MIR382
chr8	14710947	14711019	73	-	494332	MIR383
chrX	76139698	76139785	88	-	494333	MIR384
chr17	28444097	28444190	94	+	494335	MIR423
chrX	133680644	133680741	98	-	494336	MIR424
chr3	49057581	49057667	87	-	494337	MIR425
chr18	43906773	44040783	134011	+	494470	RNF165
chr2	179316163	179326110	9948	+	494513	PJVK
chr18	649620	658340	8721	-	494514	TYMSOS
chr7	141408153	141431071	22919	+	494551	WEE2
chr9	72434321	72435655	1335	-	494558	CFAP95-DT
chr19	2269520	2273487	3968	+	4946	OAZ1
chr15	64979773	64995462	15690	-	4947	OAZ2
chr15	28000023	28344458	344436	-	4948	OCA2
chr19	36041095	36054560	13466	-	495	ATP4A
chr7	97614013	97619416	5404	-	4951	OCM2
chrX	128674252	128726530	52279	+	4952	OCRL
chr2	10580508	10588453	7946	-	4953	ODC1
chr8	103563848	103573245	9398	+	4956	ODF1
chr9	131217434	131263571	46138	+	4957	ODF2
chr9	95176527	95186836	10310	-	4958	OMD
chr13	114303122	114312513	9392	-	496	ATP4B
chr7	44646121	44748669	102549	+	4967	OGDH
chr3	9791628	9808353	16726	+	4968	OGG1
chr9	95146249	95166937	20689	-	4969	OGN
chr19	7004964	7006426	1463	-	497049	FLJ25758
chr5	134784558	134788089	3532	-	497189	TIFAB
chr16	74442529	74455649	13121	-	497190	CLEC18B
chr11	27528399	27719718	191320	+	497258	BDNF-AS
chr18	12200778	12224709	23932	+	497259	C18orf61
chr12	10310899	10324790	13892	-	4973	OLR1
chr17	29621668	29624380	2713	-	4974	OMG
chr11	76813886	76814377	492	+	4975	OMP
chr3	193310933	193415600	104668	+	4976	OPA1
chr8	47752508	47767407	14900	+	497634	LINC00293
chr18	47007548	47013644	6097	-	497661	C18orf32
chr11	132284875	133402403	1117529	-	4978	OPCML
chr18	43664110	43684199	20090	-	498	ATP5F1A
chr8	119935796	119964383	28588	-	4982	TNFRSF11B
chrX	67262186	67653299	391114	-	4983	OPHN1
chr1	29138654	29190208	51555	+	4985	OPRD1
chr21	43406940	43430496	23557	-	49854	ZBTB21
chr15	76640527	77197744	557218	-	49855	SCAPER
chr1	3547331	3566671	19341	-	49856	WRAP73
chr8	54138276	54164194	25919	-	4986	OPRK1
chr1	152381719	152386750	5032	-	49860	CRNN
chr6	155585147	155597682	12536	+	49861	CLDN20
chr20	62711471	62731996	20526	+	4987	OPRL1
chr6	154331631	154568001	236371	+	4988	OPRM1
chr14	60975938	60978525	2588	+	4990	SIX6
chr17	2995352	2996290	939	-	4991	OR1D2
chr16	3254247	3255185	939	+	4992	OR1F1
chr16	3405889	3406924	1036	+	4993	OR2C1
chr17	3194929	3195876	948	-	4994	OR3A1
chr17	3181184	3182268	1085	-	4995	OR3A2
chr1	52838501	52870143	31643	-	4998	ORC1
chr2	201774894	201828424	53531	-	4999	ORC2
chr22	41865129	41924993	59865	+	50	ACO2
chr2	148687966	148779173	91208	-	5000	ORC4
chr7	103766788	103848495	81708	-	5001	ORC5
chr11	2920951	2946476	25526	+	5002	SLC22A18
chr11	2909327	2925175	15849	-	5003	SLC22A18AS
chr9	117085303	117095536	10234	+	5004	ORM1
chr9	117092069	117095536	3468	+	5005	ORM2
chr11	59341871	59383617	41747	-	5007	OSBP
chr22	30658819	30662829	4011	-	5008	OSM
chrX	38211736	38280703	68968	+	5009	OTC
chr5	125877533	125931082	53550	-	501	ALDH7A1
chr3	170136653	170578169	441517	+	5010	CLDN11
chr2	63277192	63284966	7775	+	5013	OTX1
chr14	57267425	57277194	9770	-	5015	OTX2
chr1	111956937	111970399	13463	-	5016	OVGP1
chr11	65554505	65564690	10186	+	5017	OVOL1
chr14	23235731	23240998	5268	+	5018	OXA1L
chr5	41730167	41870791	140625	-	5019	OXCT1
chr20	3052266	3053162	897	+	5020	OXT
chr3	8792095	8811300	19206	-	5021	OXTR
chr17	3799885	3819960	20076	-	5023	P2RX1
chr11	57105841	57137549	31709	+	5024	P2RX3
chr12	121647664	121671909	24246	+	5025	P2RX4
chr17	3576522	3599698	23177	-	5026	P2RX5
chr12	121570622	121624354	53733	+	5027	P2RX7
chr3	152552736	152555843	3108	+	5028	P2RY1
chr11	72929343	72953472	24130	+	5029	P2RY2
chrX	69478016	69479654	1639	-	5030	P2RY4
chr11	72975550	73009670	34121	+	5031	P2RY6
chr19	10222197	10226064	3868	+	5032	P2RY11
chr10	74766980	74856732	89753	-	5033	P4HA1
chr17	79801034	79818544	17511	-	5034	P4HB
chr11	60282886	60310191	27306	+	503497	MS4A13
chr15	26360960	26378184	17225	+	503519	LINC00929
chr19	58859117	58866549	7433	+	503538	A1BG-AS1
chr10	135234170	135238121	3952	-	503542	SPRN
chr5	98105322	98108788	3467	-	503569	RGMB-AS1
chr3	121286778	121309469	22692	+	503582	ARGFX
chr12	56498103	56507694	9592	+	5036	PA2G4
chr8	7669242	7673238	3997	-	503614	DEFB107B
chr17	30477387	30478590	1204	-	503640	ARGFXP2
chr17	29302353	29303017	665	+	503645	DPRXP4
chr12	12508342	12510001	1660	-	503693	LOH12CR2
chr12	118573870	118583390	9521	+	5037	PEBP1
chr19	54135310	54140263	4954	+	503834	DPRX
chr19	57663094	57678856	15763	-	503835	DUXA
chr11	56143100	56508560	365461	+	504189	OR8U8
chr11	56467864	56468781	918	+	504191	OR9G9
chr13	25670276	25672704	2429	+	5042	PABPC3
chr15	91411885	91426687	14803	+	5045	FURIN
chr15	101844133	102030187	186055	-	5046	PCSK6
chr9	138453604	138458622	5019	+	5047	PAEP
chr17	2496923	2588909	91987	+	5048	PAFAH1B1
chr8	103216729	103251346	34618	-	50484	RRM2B
chr2	217277137	217347774	70638	+	50485	SMARCAL1
chr1	209848670	209849735	1066	+	50486	G0S2
chr22	31530793	31536469	5677	-	50487	PLA2G3
chr17	4736635	4801356	64722	+	50488	MINK1
chr2	71057343	71062953	5611	-	50489	CD207
chr11	117015000	117048889	33890	+	5049	PAFAH1B2
chr19	42801185	42806952	5768	-	5050	PAFAH1B3
chr15	45384852	45406359	21508	-	50506	DUOX2
chr11	89057522	89322779	265258	-	50507	NOX4
chr6	155716502	155777037	60536	-	50508	NOX3
chr19	10070237	10121147	50911	-	50509	COL5A3
chr1	26286258	26324648	38391	-	5051	PAFAH2
chr12	102122426	102133250	10825	-	50511	SYCP3
chr3	127348002	127391653	43652	+	50512	PODXL2
chr9	117904097	118164923	260827	+	50514	DELEC1
chr12	104850692	105155792	305101	+	50515	CHST11
chr1	45976707	45988562	11856	-	5052	PRDX1
chr12	103232104	103311381	79278	-	5053	PAH
chr7	100770370	100782547	12178	+	5054	SERPINE1
chr18	61554939	61584755	29817	+	5055	SERPINB2
chr11	77033060	77185108	152049	-	5058	PAK1
chr12	57031959	57039852	7894	-	506	ATP5F1B
chr1	207039154	207042568	3415	+	50604	IL20
chr11	5528530	5531153	2624	-	50613	UBQLN3
chr12	132680917	132905905	224989	-	50614	GALNT9
chr16	27413483	27463363	49881	+	50615	IL21R
chr12	68642025	68647385	5361	-	50616	IL22
chr7	138391039	138482941	91903	-	50617	ATP6V0A4
chr2	24425735	24583397	157663	-	50618	ITSN2
chr6	35265595	35289548	23954	+	50619	DEF6
chr3	196466728	196559518	92791	+	5062	PAK2
chr10	124591671	124597611	5941	-	50624	CUZD1
chr8	145675315	145691031	15717	-	50626	ZFTRAF1
chr17	647661	655501	7841	-	50628	GEMIN4
chrX	110187513	110464173	276661	+	5063	PAK3
chr10	135138928	135150475	11548	-	50632	CALY
chr2	242127924	242164791	36868	+	50636	ANO7
chr19	708953	748330	39378	+	5064	PALM
chr7	108110866	108168605	57740	-	50640	PNPLA8
chr2	131672786	131804836	132051	+	50649	ARHGEF4
chr3	56761446	57113336	351891	-	50650	ARHGEF3
chr1	8384390	8404227	19838	+	50651	SLC45A1
chr9	79379354	79402465	23112	+	50652	PCA3
chr5	102201527	102366808	165282	+	5066	PAM
chr3	74311722	74570343	258622	-	5067	CNTN3
chr10	71331791	71333210	1420	-	50674	NEUROG3
chr2	79384132	79386880	2749	-	5068	REG3A
chr9	118916071	119164600	248530	+	5069	PAPPA
chr19	10123925	10132954	9030	+	50700	RDH8
chr6	161768590	163148834	1380245	-	5071	PRKN
chr1	160185505	160254941	69437	-	50717	DCAF8
chr16	14529557	14724128	194572	-	5073	PARN
chr12	79985745	80084790	99046	-	5074	PAWR
chr20	21686297	21699124	12828	+	5075	PAX1
chr10	102505468	102589698	84231	+	5076	PAX2
chr2	223064606	223163715	99110	-	5077	PAX3
chr7	127250346	127255982	5637	-	5078	PAX4
chr9	36838531	37034476	195946	-	5079	PAX5
chr11	31806340	31839509	33170	-	5080	PAX6
chr11	64058793	64072239	13447	+	50801	KCNK4
chr15	48431629	48470558	38930	-	50804	MYEF2
chr5	1877541	1887293	9753	-	50805	IRX4
chr8	131064351	131455906	391556	-	50807	ASAP1
chr9	4709557	4742043	32487	-	50808	AK3
chr1	21069171	21113799	44629	-	50809	HP1BP3
chr1	18957500	19075360	117861	+	5081	PAX7
chr15	83806804	83876770	69967	-	50810	HDGFL3
chr12	6833150	6841041	7892	+	50813	COPS7A
chrX	151999511	152037907	38397	+	50814	NSDHL
chr9	125580376	125590935	10560	-	5082	PDCL
chr14	37126773	37147011	20239	+	5083	PAX9
chr7	141463897	141464997	1101	+	50831	TAS2R3
chr7	141478289	141479188	900	+	50832	TAS2R4
chr7	122634759	122635754	996	-	50833	TAS2R16
chr5	9629109	9630463	1355	-	50834	TAS2R1
chr12	10961693	10962767	1075	-	50835	TAS2R9
chr12	10958650	10959579	930	-	50836	TAS2R8
chr12	10954131	10955226	1096	-	50837	TAS2R7
chr12	11060525	11062161	1637	-	50838	TAS2R13
chr12	10977945	10978868	924	-	50839	TAS2R10
chr12	11090853	11091806	954	-	50840	TAS2R14
chr12	49483206	49488602	5397	-	50846	DHH
chr1	160965001	161008774	43774	-	50848	F11R
chr3	108541631	108573714	32084	+	50852	TRAT1
chr3	38029530	38048676	19147	+	50853	VILL
chr16	67694851	67696681	1831	+	50855	PARD6A
chr12	8276228	8291203	14976	+	50856	CLEC4A
chr4	167654536	168155741	501206	-	50859	SPOCK3
chr20	62271058	62284963	13906	-	50861	STMN3
chr11	10533225	10562774	29550	-	50862	RNF141
chr11	131240371	132206716	966346	+	50863	NTM
chr12	13127799	13153243	25445	-	50865	HEBP1
chr1	164528597	164854300	325704	+	5087	PBX1
chr10	7830093	7849762	19670	+	509	ATP5F1C
chr9	128509617	128729655	220039	+	5090	PBX3
chr11	66615997	66725847	109851	-	5091	PC
chr10	72643267	72648541	5275	-	5092	PCBD1
chr2	70314585	70316334	1750	+	5093	PCBP1
chr11	125826713	125933187	106475	-	50937	CDON
chr3	100941390	101039419	98030	-	50939	IMPG2
chr12	53835433	53874946	39514	+	5094	PCBP2
chr2	178487977	178973066	485090	-	50940	PDE11A
chrX	49106897	49121288	14392	-	50943	FOXP3
chr19	51165084	51220195	55112	-	50944	SHANK1
chrX	79270255	79287268	17014	+	50945	TBX22
chr13	100741269	101182691	441423	+	5095	PCCA
chr3	135969167	136056737	87571	+	5096	PCCB
chr17	41831099	41836156	5058	-	50964	SOST
chr5	141232673	141257944	25272	-	5097	PCDH1
chr5	140855569	140892548	36980	+	5098	PCDHGC3
chr4	30722030	31148423	426394	+	5099	PCDH7
chr1	93615299	93646246	30948	-	50999	TMED5
chr17	73937589	73975515	37927	-	51	ACOX1
chr13	53418109	53422775	4667	-	5100	PCDH8
chr6	8413301	8435794	22494	-	51000	SLC35B3
chr8	97251645	97273796	22152	-	51001	MTERF3
chr2	73956957	73964517	7561	-	51002	TPRKB
chr17	6546633	6554954	8322	-	51003	MED31
chr14	74416637	74429813	13177	+	51004	COQ6
chr16	2570363	2580955	10593	+	51005	AMDHD2
chr20	44978177	44993064	14888	-	51006	SLC35C2
chr10	73855790	73976892	121103	-	51008	ASCC1
chr17	5377613	5389494	11882	-	51009	DERL2
chr13	66876966	67804468	927503	-	5101	PCDH9
chr9	37779711	37785089	5379	-	51010	EXOSC3
chr2	96068448	96078879	10432	+	51011	FAHD2A
chr20	57608200	57617901	9702	-	51012	PRELID3B
chr10	99195666	99205768	10103	-	51013	EXOSC1
chr5	114948905	114961876	12972	-	51014	TMED7
chr5	128430442	128449719	19278	+	51015	ISOC1
chr14	24608174	24610797	2624	-	51016	EMC9
chr1	218458629	218511325	52697	+	51018	RRP15
chr12	102406717	102455899	49183	-	51019	WASHC3
chr6	125596496	125623282	26787	-	51020	HDDC2
chr10	75006446	75012451	6006	-	51021	MRPS16
chr1	193065595	193075244	9650	-	51022	GLRX2
chr4	84377118	84382929	5812	+	51023	MRPS18C
chr7	100882893	100895593	12701	-	51024	FIS1
chr16	4390252	4401373	11122	-	51025	PAM16
chr12	21654699	21671337	16639	+	51026	GOLT1B
chr1	149871155	149872348	1194	+	51027	BOLA1
chr13	52986737	53024763	38027	-	51028	VPS36
chr1	244816352	244872334	55983	+	51029	DESI2
chr17	18684582	18710026	25445	+	51030	TVP23B
chr17	662549	685571	23023	-	51031	GLOD4
